brand,model,network_technology,2G_bands,3G_bands,4G_bands,network_speed,GPRS,EDGE,announced,status,dimentions,weight_g,weight_oz,SIM,display_type,display_resolution,display_size,OS,CPU,Chipset,GPU,memory_card,internal_memory,RAM,primary_camera,secondary_camera,loud_speaker,audio_jack,WLAN,bluetooth,GPS,NFC,radio,USB,sensors,battery,colors,approx_price_EUR,img_url,
Gionee,S5.1 Pro,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 1900 / 2100 , LTE,HSPA  LTE Cat4 150/50 Mbps,Yes,Yes,2015  September,Available. Released 2015  November,145.1 x 70 x 6.4 mm (5.71 x 2.76 x 0.25 in),129,4.55,Dual SIM (Micro-SIM| nano-SIM| dual stand-by),AMOLED capacitive touchscreen  16M colors,5.0 inches (~67.9% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.1.1 (Lollipop),Octa-core 1.3 GHz Cortex-A53,Mediatek MT6753,Mali-T720MP3,microSD  up to 256 GB (uses SIM 2 slot),16 GB,2 GB RAM,13 MP| f/2.0| autofocus| LED flash,8 MP,Yes,Yes,Wi-Fi 802.11 a/b/g/NAc| hotspot| Wi-Fi Direct,4.0| A2DP| LE,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2400 mAh battery,White,,http://cdn2.gsmarena.com/vv/bigpic/gionee-s51-pro.jpg,
Gionee,Marathon M4,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100 ,LTE band 3(1800)| 40(2300),HSPA  LTE,Class 12,Class 12,2015  August,Available. Released 2015  August,144.7 x 71.2 x 10.2 mm (5.70 x 2.80 x 0.40 in),176,6.21,Dual SIM,Super AMOLED capacitive touchscreen  16M colors,5.0 inches (~66.9% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 5.0 (Lollipop),Quad-core 1.3 GHz Cortex-A7,,Mali-400,microSD  up to 32 GB (dedicated slot),16 GB,2 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,2.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Accelerometer| proximity| compass,Non-removable Li-Ion 5000 mAh battery,Black| White,220,http://cdn2.gsmarena.com/vv/bigpic/gionee-marathon-m4.jpg,
Gionee,Marathon M5,GSM / CDMA / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 1900 / 2100 ,LTE band 1(2100)| 3(1800)| 7(2600)| 20(800)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE,Class 12,Class 12,2015  June,Available. Released 2015  November,152 x 76 x 8.6 mm (5.98 x 2.99 x 0.34 in),211,7.44,Dual SIM (Micro-SIM| dual stand-by),AMOLED capacitive touchscreen  16M colors,5.5 inches (~72.2% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A53,Mediatek MT6735,Mali-T720MP2,microSD  up to 256 GB (dedicated slot),32 GB,3 GB RAM,13 MP| f/2.0| phase detection autofocus| LED flash,5 MP| f/2.2| 720p,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio| RDS| recording,microUSB 2.0| USB On-The-Go,Accelerometer| proximity| compass,Non-removable Li-Po 6020 mAh battery,White| Gold| Black,330,http://cdn2.gsmarena.com/vv/bigpic/gionee-marathon-m5-new.jpg,
Gionee,Pioneer P4S,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2015  April,Available. Released 2015  May,134.5 x 67.7 x 8.7 mm (5.30 x 2.67 x 0.34 in),,,Dual SIM (Dual stand-by),Capacitive touchscreen  16M colors,4.5 inches (~61.3% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.4 (KitKat),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio| recording,microUSB,Accelerometer| proximity| compass,Removable Li-Po 1800 mAh battery,Black| White,120,http://cdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p4.jpg,
Gionee,Elife S7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 850 / 900 / 2100 ,LTE band 3(1800)| 7(2600)| 38(2600)| 39(1900)| 40(2300),HSPA  LTE,Class 12,Class 12,2015  March,Available. Released 2015  April,148.8 x 72.4 x 5.5 mm (5.86 x 2.85 x 0.22 in),125.3,4.41,Dual SIM (Micro-SIM| dual stand-by),Super AMOLED capacitive touchscreen  16M colors,5.2 inches (~69.2% screen-to-body ratio),1080 x 1920 pixels (~424 ppi pixel density),Android 5.0 (Lollipop),Octa-core 1.7 GHz Cortex-A53,Mediatek MT6752,Mali-T760MP2,No,16 GB,2 GB RAM,13 MP| f/2.0 autofocus| LED flash,"8 MP| 1/4"" sensor size",Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Accelerometer| proximity| compass,Non-removable Li-Ion 2700 mAh battery,White| Black| Maldives Blue,400,http://cdn2.gsmarena.com/vv/bigpic/Gionee-Elife-S7.jpg,
Gionee,Pioneer P3S,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 1900 / 2100 ,,HSPA,Yes,Yes,2015  September,Available. Released 2015  September,133 x 67.4 x 11.2 mm (5.24 x 2.65 x 0.44 in),161,5.68,Dual SIM,Capacitive touchscreen  16M colors,4.5 inches (~64.3% screen-to-body ratio),480 x 800 pixels (~207 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6580,Mali-400MP2,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2000 mAh battery,White| Gray| Red| Gold,,http://cdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p3s.jpg,
Gionee,Pioneer P2M,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2015  June,Available. Released 2015  June,124 x 62.5 x 10.9 mm (4.88 x 2.46 x 0.43 in),140,4.94,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.0 inches (~58.8% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6580,Mali-400MP2,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,5 MP| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 3000 mAh battery,White| Gray| Gold,,http://cdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p2m.jpg,
Gionee,Pioneer P2S,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2014  May,Available. Released 2014  May,126 x 64 x 9.3 mm (4.96 x 2.52 x 0.37 in),124.8,4.41,Dual SIM,TFT capacitive touchscreen  16M colors,4.0 inches (~56.5% screen-to-body ratio),480 x 800 pixels (~233 ppi pixel density),Android 4.2 (Jelly Bean),Dual-core 1.3 GHz Cortex-A7,Mediatek MT6572W,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS GLONASS,,FM radio,microUSB 2.0,Accelerometer| proximity,Removable Li-Ion 1600 mAh battery,Black| White| Blue| Pink,,http://cdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p2s.jpg,
Gionee,S96,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,No,2014  March,Available. Released 2014  March,128 x 52.8 x 7.4 mm (5.04 x 2.08 x 0.29 in),81.3,2.86,Dual SIM,TFT  256K colors,2.6 inches (~31.0% screen-to-body ratio),240 x 320 pixels (~154 ppi pixel density),,360 MHz,Mediatek MT6260,,microSD  up to 32 GB (dedicated slot),128 MB,64 MB RAM,2 MP| LED flash,No,Yes,Yes,No,Yes,No,,FM radio,microUSB,,Removable Li-Ion 700 mAh battery,White| Gold| Grey,,http://cdn2.gsmarena.com/vv/bigpic/gionee-s96.jpg,
Gionee,L800,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,No,2015  May,Available. Released 2015  May,121 x 51 x 15.6 mm (4.76 x 2.01 x 0.61 in),123.4,4.34,Dual SIM,TFT  256K colors,2.6 inches (~33.9% screen-to-body ratio),240 x 320 pixels (~154 ppi pixel density),,260 MHz,Mediatek MT6250,,microSD  up to 32 GB (dedicated slot),16 MB,8MB RAM,1.3 MP,No,Yes,Yes,No,Yes,No,,FM radio,microUSB,,Removable Li-Ion 3000 mAh battery,Black| Gold,,http://cdn2.gsmarena.com/vv/bigpic/gionee-l800.jpg,
Gionee,L700,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,,,,Yes,No,2015  May,Available. Released 2015  May,119.8 x 51.4 x 13.2 mm (4.72 x 2.02 x 0.52 in),102.3,3.6,Dual SIM,TFT  256K colors,2.6 inches (~34.0% screen-to-body ratio),240 x 320 pixels (~154 ppi pixel density),,260 MHz,Mediatek MT6250,,microSD  up to 32 GB (dedicated slot),16 MB,8MB RAM,1.3 MP,No,Yes,Yes,No,Yes,No,,FM radio,microUSB,,Removable Li-Ion 1700 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/gionee-l700.jpg,
Gionee,Marathon M3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2014  November,Available. Released 2014  November,144.5 x 71.5 x 10.4 mm (5.69 x 2.81 x 0.41 in),180.3,6.35,Dual SIM (dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.0 inches (~66.7% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz,,Mali-450,microSD  up to 256 GB (dedicated slot),8 GB,1 GB RAM,8 MP| f/2.2| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Accelerometer| proximity| compass,Non-removable Li-Ion 5000 mAh battery,Black| White,170,http://cdn2.gsmarena.com/vv/bigpic/gionee-marathon-m3.jpg,
Gionee,Elife S5.1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Yes,2014  September,Available. Released 2014  November,139.8 x 67.4 x 5.2 mm (5.50 x 2.65 x 0.20 in),97.7,3.42,Micro-SIM,AMOLED capacitive touchscreen  16M colors,4.8 inches (~67.4% screen-to-body ratio),720 x 1280 pixels (~306 ppi pixel density),Android 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,No,16 GB,1 GB RAM,8 MP| f/2.2| autofocus| LED flash| ,5 MP| f/2.4,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2050 mAh battery,Black| White| Pink| Mint Green,240,http://cdn2.gsmarena.com/vv/bigpic/gionee-elife-s5.1.jpg,
Gionee,Pioneer P6,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2015  January,Available. Released 2015  January,142.8 x 74.3 x 8.6 mm (5.62 x 2.93 x 0.34 in),150,5.29,Dual SIM (Dual stand-by),TFT capacitive touchscreen  16M colors,5.0 inches (~64.9% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.3 GHz Cortex-A7,,,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP| LED flash,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1950 mAh battery,Black| White,120,http://cdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p6.jpg,
Gionee,Pioneer P5L,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 40(2300),HSPA  LTE,Class 12,Class 12,2014  November,Available. Released 2014  November,143.5 x 72 x 8.3 mm (5.65 x 2.83 x 0.33 in),146.9,5.19,Dual SIM,IPS LCD capacitive touchscreen  16M colors,4.7 inches (~58.9% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),Android 5.1 (Lollipop),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582,Mali-400MP2,microSD  up to 128 GB (dedicated slot),16 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Po 2300 mAh battery,Red| White| Black| Blue| Yellow & golden,,http://cdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p5l.jpg,
Gionee,Pioneer P4,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2014  June,Available. Released 2014  June,135 x 66.5 x 9.1 mm (5.31 x 2.62 x 0.36 in),88.2,3.1,Dual SIM (Dual stand-by),TFT capacitive touchscreen  16M colors,4.5 inches (~62.2% screen-to-body ratio),480 x 854 pixels (~218 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582V/X,Mali-400MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,5 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio| recording,microUSB,Accelerometer| proximity| compass,Removable Li-Po 1800 mAh battery,Black| White,100,http://cdn2.gsmarena.com/vv/bigpic/gionee-pioneer-p4.jpg,
Gionee,Ctrl V6L,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,LTE band 3(1800)| 7(2600)| 38(2600)| 39(1900)| 40(2300)| 41(2500),HSPA  LTE,Yes,Yes,2014  November,Available. Released 2014  November,143 x 70.7 x 6.9 mm (5.63 x 2.78 x 0.27 in),124.5,4.41,Dual SIM (Micro-SIM| dual stand-by),LTPS IPS LCD capacitive touchscreen  16M colors,5.0 inches (~68.2% screen-to-body ratio),720 x 1280 pixels (~294 ppi pixel density),Android 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,Qualcomm Snapdragon 400,Adreno 305,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1950 mAh battery,White| Blue,,http://cdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v6l.jpg,
Gionee,Ctrl V5,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Yes,Yes,2014  Q1,Available. Released 2014  Q1,134.5 x 67.7 x 8.1 mm (5.30 x 2.67 x 0.32 in),103.5,3.63,Dual SIM (Dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.7 inches (~66.9% screen-to-body ratio),540 x 960 pixels (~234 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,Mediatek MT6582V/X,Mali-400MP2,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,Yes,Yes with A-GPS,,FM radio| recording,microUSB,Accelerometer| proximity| compass,Removable Li-Po 1800 mAh battery,Black| White,160,http://cdn2.gsmarena.com/vv/bigpic/gionee-ctrl-v5.jpg,
Gionee,Elife S5.5,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 850 / 1900 / 2100 ,,HSPA 21.1/5.76 Mbps,Class 12,Class 12,2014  February,Available. Released 2014  March,145.1 x 70.2 x 5.6 mm (5.71 x 2.76 x 0.22 in),133,4.69,Micro-SIM,Super AMOLED capacitive touchscreen  16M colors,5.0 inches (~67.7% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.2 (Jelly Bean)| upgrad&#1072;ble to 4.4.2 (KitKat),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,No,16 GB,2 GB RAM,13 MP| f/2.4| autofocus| LED flash| ,5 MP| f/2.4,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP| EDR,Yes with A-GPS,,FM radio| RDS,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2300 mAh battery,Black| white| blue| pink| purple,270,http://cdn2.gsmarena.com/vv/bigpic/gionee-elife-s5.5.jpg,
Gionee,Elife E7 Mini,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 , HSDPA,,HSPA,Yes,Yes,2013  December,Available. Released 2014  April,139.8 x 66.2 x 8.6 mm (5.50 x 2.61 x 0.34 in),142.9,5.01,Dual SIM,IGZO IPS LCD capacitive touchscreen  16M colors,4.7 inches (~65.8% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),Android 4.2.2 (Jelly Bean),Octa-core 1.7 GHz Cortex-A7,Mediatek MT6592,Mali-450MP4,No,16 GB,,13 MP| autofocus| LED flash,No,Yes,Yes,Wi-Fi 802.11 b/g/n,4.0| A2DP,Yes with A-GPS,Yes,FM radio| recording,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable 2200 mAh battery,Black| White,230,http://cdn2.gsmarena.com/vv/bigpic/gionee-e7-mini.jpg,
Gionee,Elife E7,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,LTE band 3(1800)| 7(2600),HSPA  LTE,Yes,Yes,2013,Available. Released 2013,150.6 x 75 x 9.5 mm (5.93 x 2.95 x 0.37 in),150,5.29,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.5 inches (~73.8% screen-to-body ratio),1080 x 1920 pixels (~401 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 2.2 GHz Krait 400/ Quad-core 2.5 GHz Krait 400,Qualcomm MSM8274 Snapdragon 800,Adreno 330,No,16 GB,2 GB RAM/ 32 GB| 3 GB RAM,16 MP| f/2.2| autofocus| LED flash,8 MP,Yes,Yes,Yes| hotspot| Wi-Fi Direct,4.0| A2DP,Yes with A-GPS,Yes,FM radio| recording,microUSB 2.0| USB Host,Accelerometer| gyro| proximity| compass,Non-removable Li-Po 2500 mAh battery,Black| White,340,http://cdn2.gsmarena.com/vv/bigpic/gionee-e7-.jpg,
Gionee,Elife E6,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2013,Available. Released 2013,142.5 x 69.4 x 7.9 mm (5.61 x 2.73 x 0.31 in),,,Micro-SIM,IPS LCD capacitive touchscreen  16M colors,5.0 inches (~69.7% screen-to-body ratio),1080 x 1920 pixels (~441 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.5 GHz Cortex-A7,,PowerVR Series 5XT,No,32 GB,2 GB RAM,13 MP| f/2.2| autofocus| LED flash,5 MP| f/2.2,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot| Wi-Fi Direct,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 2000 mAh battery,Black| White,250,http://cdn2.gsmarena.com/vv/bigpic/gionee-e6-.jpg,
Gionee,Elife E5,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2013,Available. Released 2013,137 x 69 x 6.9 mm (5.39 x 2.72 x 0.27 in),135,4.76,Micro-SIM,Super AMOLED capacitive touchscreen  16M colors,4.8 inches (~67.2% screen-to-body ratio),720 x 1280 pixels (~306 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.5 GHz Cortex-A7,,PowerVR Series 5XT,No,16 GB,1 GB RAM,8 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot| Wi-Fi Direct,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Non-removable Li-Ion 2000 mAh battery,Black| White| Yellow,200,http://cdn2.gsmarena.com/vv/bigpic/gionee-e5.jpg,
Gionee,Elife E3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2013,Available. Released 2013,137 x 68 x 7.9 mm (5.39 x 2.68 x 0.31 in),,,Dual SIM (Dual stand-by),IPS LCD capacitive touchscreen  16M colors,4.7 inches (~65.4% screen-to-body ratio),720 x 1280 pixels (~312 ppi pixel density),Android 4.2 (Jelly Bean)| upgradable to 4.4.2 (KitKat),Quad-core 1.2 GHz Cortex-A7,,PowerVR Series 5XT,microSD  up to 32 GB (dedicated slot),16 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Yes| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 1800 mAh battery,Black| White| Blue| Pink,180,http://cdn2.gsmarena.com/vv/bigpic/gionee-e3.jpg,
Gionee,M2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2014,Available. Released 2014,144 x 72 x 10.5 mm (5.67 x 2.83 x 0.41 in),,,Dual SIM (Dual stand-by),TFT capacitive touchscreen  16M colors,5.0 inches (~66.4% screen-to-body ratio),480 x 854 pixels (~196 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.3 GHz Cortex-A7,,Mali-400,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| Wi-Fi Direct| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0| USB Host,Accelerometer| proximity| compass,Removable Li-Ion 4200 mAh battery,Black| White,130,http://cdn2.gsmarena.com/vv/bigpic/gionee-m2.jpg,
Gionee,Gpad G5,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2014,Available. Released 2014,157.3 x 77.6 x 7.9 mm (6.19 x 3.06 x 0.31 in),104.6,w/,Dual SIM (Dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.5 inches (~68.3% screen-to-body ratio),720 x 1280 pixels (~267 ppi pixel density),Android 4.4.2 (KitKat),Hexa-core 1.5 GHz Cortex-A7,Mediatek MT6591,Mali-450MP4,microSD  up to 32 GB (dedicated slot),8 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes dual speakers,Yes,Wi-Fi 802.11 b/g/n| hotspot| Wi-Fi Direct,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2400 mAh battery,Black| White,,http://cdn2.gsmarena.com/vv/bigpic/gionee-gpad-g5.jpg,
Gionee,Gpad G4,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2014,Available. Released 2014,163.5 x 81.3 x 8 mm (6.44 x 3.20 x 0.31 in),,,Dual SIM (Dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.7 inches (~67.4% screen-to-body ratio),720 x 1280 pixels (~258 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.5 GHz Cortex-A7,,PowerVR Series 5XT,No,16 GB,1 GB RAM,13 MP| autofocus| LED flash,5 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot| Wi-Fi Direct,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| gyro| proximity| compass,Non-removable Li-Ion 3200 mAh battery,Black| White,220,http://cdn2.gsmarena.com/vv/bigpic/gionee-gpad-g4.jpg,
Gionee,Gpad G3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 900 / 2100 ,,HSPA,Class 12,Class 12,2013,Available. Released 2013,157.7 x 79.5 x 9.8 mm (6.21 x 3.13 x 0.39 in),,,Dual SIM (Dual stand-by),Capacitive touchscreen  16M colors,5.5 inches (~66.5% screen-to-body ratio),480 x 854 pixels (~178 ppi pixel density),Android 4.2 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,Mediatek MT6589,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),4 GB,512 MB RAM,5 MP| autofocus| LED flash,VGA,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 2250 mAh battery,Black| White,110,http://cdn2.gsmarena.com/vv/bigpic/gionee-gpad-g3.jpg,
Gionee,Gpad G2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 ,HSDPA 2100 ,,HSPA,Class 12,Class 12,2013  May,Available. Released 2013  May,145 x 73 x 9.9 mm (5.71 x 2.87 x 0.39 in),,,Dual SIM (Dual stand-by),IPS LCD capacitive touchscreen  16M colors,5.3 inches (~73.2% screen-to-body ratio),540 x 960 pixels (~208 ppi pixel density),Android 4.1 (Jelly Bean),Quad-core 1.2 GHz Cortex-A7,,PowerVR SGX544,microSD  up to 32 GB (dedicated slot),4 GB,1 GB RAM,8 MP| autofocus| LED flash,2 MP,Yes,Yes,Wi-Fi 802.11 b/g/n| hotspot,4.0| A2DP,Yes with A-GPS,,FM radio,microUSB 2.0,Accelerometer| proximity| compass,Removable Li-Ion 3000 mAh battery,Black| White,160,http://cdn2.gsmarena.com/vv/bigpic/gionee-gpad-g2.jpg,
